Article Date,Article Title,Organization,City,State,URL,Keywords,Summary
3/10/17 3:48,Prelate decries hate crimes against Indian nationals in US,Catholic Culture,,,http://www.catholicculture.org/news/headlines/index.cfm?storyid=30980,,
3/10/17 5:07,This is the face of the Kent shooter: Recognize him?,Sky Valley Chronicle,Monroe,Washington,http://www.skyvalleychronicle.com/FEATURE-NEWS/This-is-the-face-of-the-Kent-shooter-br-i-Recognize-him-i-2784719,,
3/10/17 6:24,Lack of witnesses in Sikh shooting case challenges police,THV11.com,Little Rock,AR,http://www.thv11.com/news/local/lack-of-witnesses-in-sikh-shooting-case-challenges-police/421404768,,
3/10/17 7:32,PHOTOS: NYPD Commissioner Meets With Jewish Community In Midwood Following Rash of Hate Crimes,Yeshiva World News,New York,NY,http://www.theyeshivaworld.com/news/headlines-breaking-stories/538308/photos-nypd-commissioner-meets-with-jewish-community-in-midwood-following-rash-of-hate-crimes.html,,
3/10/17 7:34,Georgia lawmaker introduces LGBT-inclusive hate crime bill,Project Q,Atlanta,Georgia,http://www.projectq.us/atlanta/georgia_lawmaker_introduces_lgbt_inclusive_hate_crime_bill?gid=18277,,
3/10/17 8:03,"Cuomo, De Blasio Up Reward Following Spike In Anti-Semitic Hate Crimes",CBS New York,,,http://newyork.cbslocal.com/2017/03/10/ny-hate-crimes-reward-increase/,,
3/10/17 8:07,Denver prosecutors drop charges against man in case of two women accused in hate crime attack on RTD bus driver,The Denver Post,Denver,CO,http://www.denverpost.com/2017/03/10/hate-crime-attack-rtd-bus-driver-charges-dropped/,,
3/10/17 8:26,"Cuomo, de Blasio offer $20K reward for hate crime info",SILive.com,Staten Island,NY,http://www.silive.com/news/index.ssf/2017/03/cuomo_de_blasio_offer_20k_rewa.html,,
3/10/17 8:35,Cuomo and de Blasio set aside feud to combat hate crimes,New York Post,New York,NY,http://nypost.com/2017/03/10/cuomo-and-de-blasio-set-aside-feud-to-combat-hate-crimes/,,
3/10/17 8:53,Reward grows to $20k for bomb-threat tips,Rochester Democrat and Chronicle,Rochester,NY,http://www.democratandchronicle.com/story/news/politics/albany/2017/03/10/reward-grows-20k-bomb-threat-tips/99006544/,,
3/10/17 9:26,This Transgender Pastor Urges Everyone To Stop Using God As An Excuse For Hate,Refinery29,New York,NY,http://www.refinery29.com/2017/03/144696/transgender-pastor-god-hate-speech,,
3/10/17 11:05,Hate Crimes In DC Rose By 'Disturbing' 62 Percent In 2016,DCist.com,Washington,DC,http://dcist.com/2017/03/hate_crimes_in_dc_rose_by_62_percen.php,,
3/10/17 11:24,Investigator: Suspect in Texas mosque fire feared Muslims,The Daily Progress,Charlottesville,VA,http://www.dailyprogress.com/news/national/wire/investigator-suspect-in-texas-mosque-fire-feared-muslims/article_04c02cb9-5b92-5074-a00c-f03358d65a12.html,,
3/10/17 11:48,Utah Hate Crimes Bill Sponsor Questions Public Hearing Void,U.S. News & World Report,Washington,DC,https://www.usnews.com/news/best-states/utah/articles/2017-03-10/sponsor-questions-why-no-public-hearing-for-hate-crimes-bill,,
3/10/17 12:15,NY offering rewards for info leading to hate crime arrests,NEWS10 ABC,Albany,New York,http://news10.com/2017/03/10/ny-offering-rewards-for-info-leading-to-hate-crime-arrests/,,
3/10/17 13:33,"De Blasio & Cuomo Offer Joint $20,000 Reward For Info Leading To Hate Crime Conviction",Gothamist,New York,New York,http://gothamist.com/2017/03/10/hate_crimes_reward.php,,
3/10/17 13:45,"Hate crime suspect beats Salem restaurant employee with pipe - KBZK.com | Continuous News | Bozeman, Montana",KBZK Bozeman News,Bozeman,MT,http://www.kbzk.com/story/34726610/hate-crime-suspect-beats-salem-restaurant-employee-with-pipe,,
3/10/17 13:45,Hate crime suspect beats Salem restaurant employee with pipe - KPAX.com | Continuous News | Missoula & Western Montana,KPAX-TV,Missoula,MT,http://www.kpax.com/story/34726610/hate-crime-suspect-beats-salem-restaurant-employee-with-pipe,,
3/10/17 14:52,Hate crimes reported in DC are up,Washington Post,Washington,DC,https://www.washingtonpost.com/local/public-safety/hate-crimes-reported-in-dc-are-up/2017/03/10/bdd93bc6-05af-11e7-ad5b-d22680e18d10_story.html,,
3/10/17 15:52,Panelists answer questions on anti-Semitic hate crimes at DC town hall,Montgomery County Sentinel,Rockville,MD,http://www.thesentinel.com/mont/newsx/local/item/4955-panelists-answer-questions-on-anti-semitic-hate-crimes-at-d-c-town-hall,,
3/10/17 16:40,Jude Fitzgerald faces charges,Brattleboro Reformer,Brattleboro,VT,"http://www.reformer.com/stories/jude-fitzgerald-faces-charges,500943",,
3/10/17 17:04,"Man Hits Worker Over Head With Pipe, Yells 'Get Out Of America'",Carbonated.tv,San Ramon,CA,http://www.carbonated.tv/news/man-hits-worker-over-head-with-pipe-yells-get-out-of-america,,
3/10/17 17:13,"Cuomo, de Blasio team up against hate crimes with $20G reward",Newsday,New York,New York,http://www.newsday.com/news/new-york/cuomo-de-blasio-team-up-against-hate-crimes-with-20g-reward-1.13242701,,
3/10/17 18:12,"Vandals target Seattle synagogue, spray-paint with graffiti",Thegardenisland.com,Lihue,HI,http://thegardenisland.com/news/national/vandals-target-seattle-synagogue-spray-paint-with-graffiti/article_86782a86-c3f4-553f-b032-d8733ef7ba90.html,,
3/10/17 18:43,Indian families in Minnesota are on edge after US attacks,Minneapolis Star Tribune,Minneapolis,MN,http://www.startribune.com/indian-families-in-minnesota-on-edge-after-u-s-attacks/415929434/,,
3/10/17 20:18,State representative taking heat over reluctance to condemn possible hate crime,KIRO Seattle,Seattle,WA,http://www.kiro7.com/news/local/state-representative-taking-heat-over-reluctance-to-condemn-possible-hate-crime/501669654,,
3/10/17 22:56,Tri-ess,The TransAdvocate,Houston,Texas,http://transadvocate.com/tag/tri-ess,,
3/11/17 5:07,Salem community rallies behind restaurant owner targeted in hate crime,KVAL,Eugene,OR,http://kval.com/news/local/salem-community-rallies-behind-restaurant-owner-targetted-in-hate-crime,,
3/11/17 7:45,Anti-LGBT hate crimes in DC up 59% in 2016,Washington Blade,Washington,D.C.,http://www.washingtonblade.com/2017/03/11/anti-lgbt-hate-crimes-dc/,,
3/11/17 11:30,These engaging videos empower Muslim women with self-defense techniques,Mashable,San Francisco,CA,http://mashable.com/2017/03/11/muslim-self-defense-videos/,,
3/11/17 14:20,Cops: Man Starts Fire at Store He Thought Was Muslim-Owned,Newser,,,http://www.newser.com/story/239627/cops-man-starts-fire-at-store-he-thought-was-muslim-owned.html,,
3/11/17 14:30,Hate crime suspect attacks employee at Middle Eastern restaurant with pipe,fox4kc.com,Kansas City,Missouri,http://fox4kc.com/2017/03/11/hate-crime-suspect-attacks-employee-at-middle-eastern-restaurant-with-pipe/,,
3/11/17 16:33,"Florida man tries to burn store he thought was Muslim-owned, police say",KERO 23ABC News,Bakersfield,CA,http://www.turnto23.com/news/national/man-tries-to-set-fire-to-convenience-store-st-lucie-county-sheriffs-office-says,,
3/11/17 19:51,Hate crimes on the rise in DC,WUSA9.com,Washington,DC,http://www.wusa9.com/news/local/dc/hate-crimes-on-the-rise-in-dc/421799893,,
3/11/17 20:35,Salem man arrested in suspected hate crime attack on Middle Eastern restaurant,OregonLive.com,Portland,OR,http://www.oregonlive.com/pacific-northwest-news/index.ssf/2017/03/salem_man_arrested_in_suspecte.html,,
3/12/17 5:45,Condemn anti-Muslim message too,The Missoulian,Missoula,MT,http://missoulian.com/news/opinion/mailbag/condemn-anti-muslim-message-too/article_31d87d4b-4332-581c-b4b6-5a33db43830d.html,,
3/12/17 7:51,Greenwich Selectmen Comment on Uptick in Religious Intolerance,Greenwich Free Press,Greenwich,CT,http://greenwichfreepress.com/greenwich-selectmen-comment-on-uptick-in-religious-intolerance/,,
3/12/17 8:00,Does Donald Trump own a vicious Seattle hate crime?,Blasting News,,,http://us.blastingnews.com/opinion/2017/03/does-donald-trump-own-a-vicious-seattle-hate-crime-001541977.html,,
