Article Date,Article Title,Organization,City,State,URL,Keywords,Summary
2/23/17 15:26,"Cuomo: NY will fight hate crimes, help with school security",WNYT,Albany,NY,http://wnyt.com/politics/cuomo-ny-will-fight-hate-crimes-help-with-school-security/4408709/,,
2/23/17 17:07,College production details reactions to campus hate crime,Carroll County Times,Westminster,MD,http://www.carrollcountytimes.com/news/education/ph-cc-farm-theater-project-20170223-story.html,,
2/23/17 17:07,Police: 'No evidence' Somali native's beating was hate crime,LancasterOnline,Lancaster,PA,http://lancasteronline.com/news/pennsylvania/police-no-evidence-somali-native-s-beating-was-hate-crime/article_80ed1455-8614-5067-961c-7cfb2d41f71f.html,,
2/23/17 19:07,"A Deadly Shooting in A Kansas Bar May Have Been Racially Motivated, Witnesses Say",Yahoo News,Altadena,California,https://www.yahoo.com/news/deadly-shooting-kansas-bar-may-030328500.html,,
2/23/17 19:45,"Police, federal investigators look at hate crime motive in Olath - KMOV.com",KMOV.com,St. Louis,MO,http://www.kmov.com/story/34591081/police-federal-investigators-look-at-hate-crime-motive-in-olathe-restaurant-shooting,,
2/23/17 22:00,Kansas police investigate if deadly bar shooting a hate crime,Las Vegas Review-Journal,Las Vegas,NV,http://www.reviewjournal.com/news/nation-and-world/kansas-police-investigate-if-deadly-bar-shooting-hate-crime,,
2/23/17 23:37,Kansas man charged with killing Indian in possible hate crime,StreetInsider.com,Birmingham,MI,http://www.streetinsider.com/Reuters/Kansas+man+charged+with+killing+Indian+in+possible+hate+crime/12588500.html,,
2/24/17 0:48,"He yelled 'Get out of my country,' witnesses say, and then shot 2 men from India, killing one",The Journal,,,http://www.the-journal.com/article/20170224/AP/302249908/He-yelled-'Get-out-of-my-country'-witnesses-say-and-then-shot-2-men-from-India-killing-one,,
2/24/17 0:51,Kansas shooting: FBI investigating after Indian man killed,WCTI12.com,New Bern,NC,http://www.wcti12.com/news/national/fbi-investigating-kansas-bar-shooting/356584861,,
2/24/17 0:58,Kansas shooting: Widow of Indian man calls for action on hate crimes,MyStateline.com,Rockford,IL,http://www.mystateline.com/news/fbi-investigating-kansas-bar-shooting/662312324,,
2/24/17 1:04,Srinivas Kuchibhotla: US murder possible hate crime,Al Jazeera America,New York,NY,http://www.aljazeera.com/news/2017/02/kansas-city-shooting-investigated-hate-crime-170224063319878.html,,
2/24/17 1:45,FBI Investigates Fatal Shooting as Hate Crime,Abccolumbia.com,Columbia,South Carolina,http://www.abccolumbia.com/2017/02/24/fbi-investigates-fatal-shooting-hate-crime/,,
2/24/17 1:45,Witnesses say deadly Kansas shooting was racially motivated,NewsWest9.com,Midland,TX,http://www.newswest9.com/story/34592400/witnesses-say-deadly-kansas-shooting-was-racially-motivated,,
2/24/17 1:45,Witnesses: Man used slurs before shooting 2 Indians at bar,The Edinburg Review,,,http://www.edinburgreview.com/news/20170224/witnesses-man-used-slurs-before-shooting-2-indians-at-bar,,
2/24/17 1:49,Hate Crime Is Feared as 2 Indian Engineers Are Shot in Kansas,International New York Times,New York,NY,https://www.nytimes.com/2017/02/24/world/asia/kansas-attack-possible-hate-crime-srinivas-kuchibhotla.html,,
2/24/17 1:55,Witnesses: Bar gunman shouted 'get out of my country' - Northern Michigan's News Leader,9&10 News,Cadillac,MI,http://www.9and10news.com/story/34592399/witnesses-bar-gunman-shouted-get-out-of-my-country,,
2/24/17 1:59,Indian man killed in possibly racial shooting at Kansas bar,KCBD-TV,Lubbock,TX,http://www.kcbd.com/story/34592400/indian-man-killed-in-possibly-racial-shooting-at-kansas-bar,,
2/24/17 2:05,Indian man killed in possibly racial shooting at Kansas bar - KOAA.com | Continuous News | Colorado Springs and Pueblo,KOAA.com Colorado Springs and Pueblo News,Colorado Springs,Colorado,http://www.koaa.com/story/34592399/indian-man-killed-in-possibly-racial-shooting-at-kansas-bar,,
2/24/17 2:06,Indian man killed in hate crime in US bar,Yahoo News,Altadena,California,https://in.news.yahoo.com/indian-man-killed-hate-crime-us-bar-100403408.html,,
